type,id,titleZh,titleEn,note
document,cmtqile0q001zphijoazbxsx3,111上國中英語村遊學時間表0913修正,2022 Academic Year Semester 1 Junior High English Village Study Tour Timetable (Revised 2022/09/13),REGULATION/ADMINISTRATIVE
document,cmtqilef70025phiji3yzw0ey,111-1東信英語村線上課程課前須知,2022 Semester 1 Dongxin English Village Online Course — Pre-Class Guidelines,REGULATION/ADMINISTRATIVE
document,cmtqilepg0029phijj42myinp,111學年英語村遊學網路版流程中英對照,2022 Academic Year English Village Study Tour — Online Version Process (Bilingual),REGULATION/ADMINISTRATIVE
document,cmtqildvn001xphijriinisme,EVpassportsacn中山英語村學習護照掃描檔,Zhongshan English Village Learning Passport (Scanned Copy),REGULATION/ADMINISTRATIVE
document,cmtqildgk001rphijdy87eq52,111-1長興英語村線上課程課前須知,2022 Semester 1 Changxing English Village Online Course — Pre-Class Guidelines,REGULATION/ADMINISTRATIVE
document,cmtqildbh001pphijyq9yjgph,111上英語村課表修-1,2022 Academic Year Semester 1 English Village Schedule (Revised 1),REGULATION/ADMINISTRATIVE
document,cmtqild6l001nphijolt80xmu,正濱基隆市110學年度口說英語展能樂學計畫,"Zhengbin Elementary, Keelung City — 2021 Academic Year Spoken English Talent Development Plan",REGULATION/ADMINISTRATIVE
document,cmtqilcwm001jphij8fh0le8g,基隆市111學年度英語教學資源中心運作計畫1110624,Keelung City 2022 Academic Year EERC Operating Plan (2022/06/24),REGULATION/ADMINISTRATIVE
document,cmtqilcrv001hphij44xuan67,20220705研習分享,2022/07/05 Workshop Sharing Session,REGULATION/ADMINISTRATIVE
document,cmtqilcn6001fphijmwjjv4we,CoolEnglish線上平台講義0704,Cool English Online Platform Handout (07/04),REGULATION/ADMINISTRATIVE
document,cmtqilcif001dphijdhu7wti6,1100704研習標準本位口語表達簡報,2021/07/04 Standards-Based Oral Expression Workshop Presentation,REGULATION/ADMINISTRATIVE
document,cmtqilcdp001bphijoscqemux,口語評量簡報1100704-2,"Oral Assessment Presentation (2021/07/04, Part 2)",REGULATION/ADMINISTRATIVE
document,cmtqilc8v0019phijrritm2go,說圖教學策略,Picture Description Teaching Strategies,REGULATION/ADMINISTRATIVE
document,cmtqilc430017phijlrukffn0,英語領鋼英譯版,English Curriculum Guidelines — English Translation,REGULATION/ADMINISTRATIVE
document,cmtqilbfx000xphijnx958n3s,國民中小學建置校園雙語環境實用手冊1.0,Practical Guide to Building a Bilingual Campus Environment (Elementary & Junior High) 1.0,REGULATION/ADMINISTRATIVE
document,cmtqilb16000rphijcpc5392j,酷英-普高及技高版-1017version,Cool English — Senior High & Vocational High Version (10/17),REGULATION/ADMINISTRATIVE
document,cmtqilaw9000pphijwleunxmn,03-語言技巧教學之課室用語,03 — Classroom English for Language Skills Instruction,REGULATION/ADMINISTRATIVE
document,cmtqilar8000nphijrkk8xy8n,01-酷英國中小使用手冊V1101008,"01 — Cool English User Manual for Elementary & Junior High, V1 (2021/10/08)",REGULATION/ADMINISTRATIVE
document,cmtqilah6000lphijten6oz25,110學年上學期英語護照樣本,2021 Academic Year Semester 1 English Passport Sample,REGULATION/ADMINISTRATIVE
document,cmtqiag7a0005o16yplqxbqoj,英語村護照封面,English Village Passport Cover,REGULATION/ADMINISTRATIVE
document,cmtqilac6000jphijh1xfyke1,ClassroomEnglishandallEnglishclassdesign,Classroom English and All-English Class Design,REGULATION/ADMINISTRATIVE
document,cmtqila7a000hphij3unpav4a,筆記,Notes,REGULATION/ADMINISTRATIVE
document,cmtqila2j000fphijswx6e9ry,210709雙語教學經驗分享--于婷素存02,2021/07/09 Bilingual Teaching Experience Sharing — Yu Ting (Archive 02),REGULATION/ADMINISTRATIVE
document,cmtqil9xm000dphijh7vrk77m,20210706基隆線上雙語跨綜合活動教案設計分享上課用版,2021/07/06 Keelung Online Bilingual Cross-Curricular Activity Lesson Design Sharing (Classroom Version),REGULATION/ADMINISTRATIVE
document,cmtqil9ss000bphij9r1z1gi1,0708口說寫作Jamboard基隆標準本位評量,07/08 Speaking and Writing Jamboard — Keelung Standards-Based Assessment,REGULATION/ADMINISTRATIVE
document,cmtqil9mx0009phij99i7x2gs,02妙英基隆評量工作坊學員講綱1100708,02 Cool English Keelung Assessment Workshop — Participant Handout (2021/07/08),REGULATION/ADMINISTRATIVE
document,cmtqil9h30007phijhhz3a2r3,202100707_基隆評量工作坊,2021/07/07 Keelung Assessment Workshop,REGULATION/ADMINISTRATIVE
document,cmtqil9c30005phijyqqv2u83,標準本位評量國小組--英語聽力分析與應用-20210705,"Standards-Based Assessment, Elementary Division — English Listening Analysis and Application (2021/07/05)",REGULATION/ADMINISTRATIVE
document,cmtqil9720003phij542qmk3v,2019台北市英語聽說評量手冊,2019 Taipei City English Listening and Speaking Assessment Manual,REGULATION/ADMINISTRATIVE
document,cmtqil8zb0001phijtrbvki9s,1100702英語領域全英語授課設計與執行 研習投影片,2021/07/02 All-English Instruction Design and Implementation — Workshop Slides,OTHER/ADMINISTRATIVE
document,cmtqiafvk0001o16yyylu5blq,英語素養導向跨領域校本課程設計初探研習筆記,Introduction to Literacy-Based Cross-Disciplinary School-Based Curriculum Design — Workshop Notes,OTHER/ADMINISTRATIVE
document,cmtqiagby0007o16yqq830m9d,基隆市108學年度英語教學資源中心協辦基隆市設置雙語學校輔導參訪計畫,Keelung City 2019 Academic Year EERC Co-Organized Visit Program for Establishing Bilingual Schools,REGULATION/ADMINISTRATIVE
album,cmtrx3nn000ouwsrht58m92el,1150904_ELTA英語教學助理增能工作坊,2026/09/04 ELTA Teaching Assistant Capacity-Building Workshop,WORKSHOP
album,cmtrx3n8u00ohwsrhbztn48h3,1150824【外師與本國籍教師協同共識工作坊】,2026/08/24 Foreign-Local Teacher Co-Teaching Consensus Workshop,WORKSHOP
album,cmtrx3mun00nswsrhw0r03iut,114學年度英語夏令營照片,2025 Academic Year English Summer Camp Photos,ACTIVITY
album,cmtrx3lo600mnwsrh2twt6doe,1141114中師協同教學pair+,2025/11/14 Local Teacher Co-Teaching (Pair+),WORKSHOP
album,cmtrx3la000m2wsrhe30z5r3t,1141126 FET teachers workshopII,2025/11/26 FET Teachers Workshop II,WORKSHOP
album,cmtrx3kvu00lqwsrh3nxzgopp,1141008 FET teachers workshop,2025/10/08 FET Teachers Workshop,WORKSHOP
album,cmtrx3k1400lfwsrhj5ir0td5,1140827ELTA行政聯繫會議,2025/08/27 ELTA Administrative Liaison Meeting,MEETING
album,cmtrx3khk00lkwsrha9vvngws,114-1期初英語成效推動會議,2025 Semester 1 English Program Kick-off Effectiveness Meeting,MEETING
album,cmtrx3mgg00nmwsrhygqfrir8,114仁愛國小外師訪視,2025 Ren'ai Elementary School Foreign Teacher Visit,VISIT
album,cmtrx3m2b00nawsrh67dn4mhf,114明德國中外師訪視,2025 Mingde Junior High School Foreign Teacher Visit,VISIT
album,cmtrx3jmz00l5wsrh031vrth5,113期初說明會,2024 Semester Kick-off Briefing,MEETING
album,cmtrx3j8w00l1wsrhu24s23lv,1100826雙語學校課室用語研習照片,2021/08/26 Bilingual School Classroom English Workshop Photos,WORKSHOP
album,cmtrx3ghs00jwwsrheuz3hyf6,1100702英語領域全英語授課設計與執行,2021/07/02 All-English Instruction Design and Implementation Workshop,OTHER
album,cmtrx3ius00kvwsrh6sbw5o1c,1100709台南市楠梓實驗小學,2021/07/09 Tainan Nanzih Experimental Elementary School Visit,WORKSHOP
album,cmtrx3igo00kpwsrhug148omv,1100709沉浸式課程與教學 --英語融入低年級生活課程教學活動設計,2021/07/09 Immersive Curriculum: English Integrated into Lower-Grade Life Curriculum Design,WORKSHOP
album,cmtrx3i2j00kjwsrh7k7my4ns,1100706沉浸式課程與教學 --英語融入綜合活動教學設計,2021/07/06 Immersive Curriculum: English Integrated into Integrative Activities Design,WORKSHOP
album,cmtrx3hoa00kbwsrhdg0158hr,1100708標準本位評量 口說與寫作評量設計與實作,2021/07/08 Standards-Based Assessment: Speaking and Writing Assessment Design and Practice,WORKSHOP
album,cmtrx3ha700k6wsrhrax8i0tq,1100707標準本位評量 閱讀評量設計與實作,2021/07/07 Standards-Based Assessment: Reading Assessment Design and Practice,WORKSHOP
album,cmtrx3gw000k1wsrh2ezgr0q4,1100705標準本位評量 聽力評量設計與實作,2021/07/05 Standards-Based Assessment: Listening Assessment Design and Practice,OTHER
album,cmtrx3g3o00jpwsrhix8voize,1100701英語素養導向跨領域校本課程設計初探,2021/07/01 Introduction to Literacy-Oriented Cross-Disciplinary School-Based Curriculum Design,WORKSHOP
album,cmtrx3fep00j2wsrhkmaxay8x,109學年度基隆市提升國民中小學英語教學成效計畫期中檢討會,2020 Academic Year Keelung English Teaching Effectiveness Program — Mid-Term Review Meeting,MEETING
album,cmtrx3f0i00ifwsrhh36xd1t3,109學年度基隆市提升國民中小學英語教學成效計畫期初說明會,2020 Academic Year Keelung English Teaching Effectiveness Program — Kick-off Briefing,MEETING
album,cmtrx3emc00i2wsrhxq6efzof,108學年度雙語課程設計模式初階研習,2019 Academic Year Bilingual Curriculum Design — Introductory Workshop,WORKSHOP
album,cmtrx3e8600hlwsrhwcmacsm6,109學年度雙語記者會,2020 Academic Year Bilingual Education Press Conference,OTHER
album,cmtrx3dtu00gywsrhlrf2qbev,基隆市 108 學年度英語教學資源中心協辦 基隆市設置雙語學校輔導參訪計畫,2019 Academic Year Keelung EERC Co-Organized Visit Program for Establishing Bilingual Schools,WORKSHOP
album,cmtrx3dfl00guwsrhxf5jifc8,漫畫封面,Comic Book Cover Illustration,OTHER
album,cmtrx3cn600ftwsrhipeo6o8j,1020903英語推動第4次工作小組會議照片,2013/09/03 English Program 4th Working Group Meeting Photos,OTHER
album,cmtrx3d1e00gkwsrh8xhrz7tl,1020607第3次推動工作小組會議,2013/06/07 3rd Program Working Group Meeting,MEETING
album,cmtrx3c9000fpwsrh12sa0jmm,102學年度英語巡迴班,2013 Academic Year English Roaming Class,OTHER
album,cmtrx3bgl00ewwsrh2vs5bvaf,1020410外籍教師第2次讀書會,2013/04/10 Foreign Teachers' 2nd Reading Circle,MEETING
album,cmtrx3buu00fgwsrhfhjlaxz7,1020515外籍教師第3次會議,2013/05/15 Foreign Teachers' 3rd Meeting,MEETING
album,cmtrx3b2e00ekwsrh5uk0b3zf,102年4月1日第2次推動工作會議,2013/04/01 2nd Program Working Meeting,MEETING
album,cmtrx3ao700ebwsrhrzddykst,1020306外籍教師第一次讀書會,2013/03/06 Foreign Teachers' 1st Reading Circle,MEETING
album,cmtrx3a9y00d5wsrhlyxlsp43,1020226提升成效計劃期初說明會,2013/02/26 Effectiveness Improvement Program Kick-off Briefing,MEETING
album,cmtrx39vt00cvwsrhiwnob1tw,102年0205第一次推動工作會議,2013/02/05 1st Program Working Meeting,MEETING
album,cmtrx393c00bowsrhytrym9el,101(0628)飆英記者會,"2012/06/28 ""English Challenge"" Press Conference",OTHER
album,cmtrx38p000aswsrh0jump14z,101(0608)東光外師訪視,2012/06/08 Dongguang Elementary Foreign Teacher Visit,OTHER
album,cmtrx388i00a7wsrh6apdo0o6,101年度(0615)第4次外師讀書會,2012/06/15 Foreign Teachers' 4th Reading Circle,MEETING
album,cmtrx39hm00cdwsrh4xy17b1y,101暑期東信飆英夏令營,"2012 Summer Dongxin ""English Challenge"" Camp",OTHER
album,cmtrx37ub009qwsrh848vnsk5,101(0621)期中檢討會照片,2012/06/21 Mid-Term Review Meeting Photos,MEETING
album,cmtrx369b008gwsrh6418n6wo,101(0425)推動小組第2次會議,2012/04/25 Program Working Group 2nd Meeting,MEETING
album,cmtrx37g20096wsrhb4l5tvfz,101年度(0502)第3次外師讀書會,2012/05/02 Foreign Teachers' 3rd Reading Circle,OTHER
album,cmtrx371v008xwsrhc8lp612h,101年度(0425)第2次外師讀書會,2012/04/25 Foreign Teachers' 2nd Reading Circle,OTHER
album,cmtrx36np008pwsrhk3wr53hs,101(0515)推動小組第3次會議,2012/05/15 Program Working Group 3rd Meeting,OTHER
album,cmtrx35v40086wsrhtk759q8i,101(0511)外籍教師訪視,2012/05/11 Foreign Teacher Visit,OTHER
album,cmtrx35gv007rwsrhyr40zhrh,101(0405)外籍教師訪視,2012/04/05 Foreign Teacher Visit,OTHER
album,cmtrx352l006zwsrhxx8q6ksb,101(0405)外籍教師訪視,2012/04/05 Foreign Teacher Visit,OTHER
album,cmtrx34o4006lwsrh9z8feeqv,101(0321)外籍教師讀書會1(海洋議題讀本設計),2012/03/21 Foreign Teachers' Reading Circle 1 (Ocean-Themed Reader Design),MEETING
album,cmtrx349v0069wsrh4vajv9kh,101(0222)推動小組第1次會議,2012/02/22 Program Working Group 1st Meeting,MEETING
album,cmtrx33vk005bwsrhikdyfk0z,1010214(101)期初說明會,2012/02/14 Semester Kick-off Briefing,MEETING
album,cmtrx33h9004wwsrhs3bwmnnh,1221第6次工作小組會議剪影,12/21 6th Working Group Meeting Snapshots,MEETING
album,cmtrx3332004jwsrhuenxgxld,1001121中山高中外師訪視,2011/11/21 Zhongshan Senior High School Foreign Teacher Visit,OTHER
album,cmtrx32os003ywsrhl71abjw4,第5次外師閱讀教學讀書會,5th Foreign Teachers' Reading Instruction Circle,MEETING
album,cmtrx32ai003awsrh8pbih2i1,0920第5次工作小組會議剪影,09/20 5th Working Group Meeting Snapshots,MEETING
album,cmtrx31w20033wsrh71wwdq18,0603長興國小外師訪視活動,06/03 Changxing Elementary School Foreign Teacher Visit,OTHER
album,cmtrx31hh002owsrhuj59du37,0520東光國小外師教學觀摩剪影,05/20 Dongguang Elementary Foreign Teacher Demo Lesson Snapshots,OTHER
album,cmtrx312r002fwsrhov7uiviw,0412第3次推動會議照片,04/12 3rd Program Meeting Photos,MEETING
album,cmtrx30nz0029wsrhvhd6dvz7,0329國小英語輔導團會議,03/29 Elementary English Advisory Group Meeting,MEETING
album,cmtrx309b001xwsrhb7xixjkr,0315國中小英語輔導團聯合會議,03/15 Joint Elementary and Junior High English Advisory Group Meeting,MEETING
album,cmtrx2zg80019wsrh9hzu4js7,0314工作會議照片,03/14 Working Meeting Photos,MEETING
album,cmtrx2zug001hwsrhfdpf044s,0308國小輔導團實作評量討論會議,03/08 Elementary Advisory Group Performance Assessment Discussion Meeting,MEETING
album,cmtrx2z200015wsrh5v8m7vcz,東信國小外師發表Project base,Dongxin Elementary Foreign Teacher Project-Based Learning Presentation,WORKSHOP
album,cmtrx2y9e000gwsrhneas9xjv,外師教學策略發表會,Foreign Teacher Instructional Strategies Presentation,WORKSHOP
album,cmtrx2ynm000uwsrhl46ue9jn,東光國小Rky(Lego program),Dongguang Elementary — Ryk (Lego Program),WORKSHOP
album,cmtrx2xom0002wsrh3m0pnxs3,100年期初說明會剪影,2011 Semester Kick-off Briefing Snapshots,MEETING
video,cmts0zt850001i782luuxdnpb,20260904_ELTA增能工作坊,2026/09/04 ELTA Teaching Assistant Capacity-Building Workshop,
video,cmts0ztds0003i782esyck5ij,2026～2027academic year FET & ELT workshop (20260824),"2026-2027 Academic Year FET & ELT Workshop (August 24, 2026)",
video,cmts0ztgd0005i782jq3igkou,Consolidation,Consolidation,
video,cmts0ztiz0007i782dcgg6wvx,6-14 Vocabulary Vinelen L V B Apatan Wulun JHS Instructional Video,6-14 Vocabulary Vinelen L V B Apatan Wulun JHS Instructional Video,
video,cmts0ztlk0009i782lyazw9o6,6-9 PRESENTATION TIME,6-9 Presentation Time,
video,cmts0ztwh000bi782jvz4jji0,6-14Writing Practice,6-14 Writing Practice,
video,cmts0ztz3000di7825102c9en,6-11 Reading Skills,6-11 Reading Skills,
video,cmts0zu1o000fi782q8mstrn7,6-12 Teaching Speaking Skills,6-12 Teaching Speaking Skills,
video,cmts0zu4a000hi782cxvkz7t8,6-10 PRONUNCIATION,6-10 Pronunciation,
video,cmts0zu6v000ji782rbw1v815,6-8 Listening skills,6-8 Listening Skills,
video,cmts0zu9f000li7829kwzoe50,6-6Asking questions,6-6 Asking Questions,
video,cmts0zubz000ni782rw616q8r,6-7 Expressing Feelings,6-7 Expressing Feelings,
video,cmts0zuej000pi782jzv87qna,Physical Education,Physical Education,
video,cmts0zuh3000ri782wg4tpkm3,Discussion Time,Discussion Time,
video,cmts0zujo000ti782mdls180q,Error Correction,Error Correction,
video,cmts0zum9000vi782bh4r2nqv,Playing Games,Playing Games,
video,cmts0zuou000xi782gwdi8nah,Guiding Students During Activities,Guiding Students During Activities,
video,cmts0zurf000zi7820fjkat6f,Greeting and Introducing,Greeting and Introducing,
video,cmts0zuu00011i7825t8plpp0,Checking Homework,Checking Homework,
video,cmts0zuwk0013i7827szylrm4,Encouraging Students,Encouraging Students,
video,cmts0zuz50015i782jv6vceen,Total Physical Response,Total Physical Response,
video,cmts0zv1q0017i782c6qk72j7,Complimenting Students,Complimenting Students,
video,cmts0zv4b0019i7825yhwp20z,Comprehension Check,Comprehension Check,
video,cmts0zv6v001bi7828vtv5bfv,Groupings,Groupings,
video,cmts0zv9g001di7824zb8qic5,Lunch Time,Lunch Time,
video,cmts0zvc1001fi782fd15vf0r,Arranging Seats,Arranging Seats,
